invoice_number,deduction_amount,deduction_date,sku,deducted_qty,standard_customer,deduction_reason,billed_qty,net_price_per_qty,pod_shortage,customer_sign,carrier_sign,subject_to_count,validation_status,invalid_reason,invalid_amount,valid_amount,RCA,Recommendations,warehouse,region,carrier
13428,2833.16,1/31/2025,SKU104,12,Kroger,OSD,12,29.99,3,yes,yes,no,invalid,pod does not support shortages,2833.16,0,Load Sequencing,Contact the warehouse and they need to fix the issue with the carrier,WH2,Southwest,CH Robinson
13428,640.76,1/31/2025,SKU117,21,Kroger,OSD,24,79.57,0,yes,yes,no,partially invalid,pod supports partial shortages,525.23,115.53,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH1,West,CH Robinson
13428,185.11,1/31/2025,SKU123,13,Walmart,OSD,14,59.09,4,yes,yes,no,partially invalid,pod supports partial shortages,40.96,144.15,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH4,Northeast,CH Robinson
13428,3462.11,1/31/2025,SKU116,6,Meijer,OSD,10,62.7,2,yes,yes,no,partially invalid,pod supports partial shortages,2727.84,734.27,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH2,South,CH Robinson
13696,2063.63,1/31/2025,SKU146,2,Dollar General,OSD,7,56.59,0,yes,yes,no,valid,,0,2063.63,,,WH2,East,CH Robinson
13764,3883.27,1/31/2025,SKU126,38,Meijer,OSD,42,74.73,0,yes,yes,no,invalid,pod does not support shortages,3883.27,0,Order Split,Notify the customers if their order is going in multiple shipments in advance to avoid this.,WH4,Southwest,CH Robinson
13764,2972.98,1/31/2025,SKU117,50,Walmart,OSD,53,85.29,3,yes,yes,no,valid,,0,2972.98,,,WH3,West,CH Robinson
14774,1897.44,1/31/2025,SKU150,32,Meijer,OSD,36,57.21,1,yes,yes,no,partially invalid,pod supports partial shortages,1037.36,860.08,Order Split,Notify the customers if their order is going in multiple shipments in advance to avoid this.,WH3,South,CH Robinson
14774,2845.92,1/31/2025,SKU104,17,Meijer,OSD,17,33.42,5,yes,yes,no,partially invalid,pod supports partial shortages,675.2,2170.72,Order Split,Notify the customers if their order is going in multiple shipments in advance to avoid this.,WH1,Southwest,CH Robinson
14896,68.97,1/31/2025,SKU136,46,Walmart,OSD,49,20.19,2,yes,yes,no,partially invalid,pod supports partial shortages,7.94,61.03,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH1,West,CH Robinson
14896,4858.34,1/31/2025,SKU125,15,Kroger,OSD,16,37.57,1,yes,yes,no,partially invalid,pod supports partial shortages,3858.24,1000.1,Order Split,Notify the customers if their order is going in multiple shipments in advance to avoid this.,WH2,West,CH Robinson
10137,816.96,2/1/2025,SKU142,30,Kroger,OSD,30,68.59,1,yes,yes,no,invalid,pod does not support shortages,816.96,0,Combined Shipment,Contact the customer and check if they have mixed it with another order.,WH3,South,CH Robinson
10137,4623.26,2/1/2025,SKU128,30,Costco,OSD,32,14.6,4,yes,yes,no,invalid,pod does not support shortages,4623.26,0,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH3,South,CH Robinson
10137,2481.67,2/1/2025,SKU108,42,Costco,OSD,44,84.47,0,yes,yes,no,partially invalid,pod supports partial shortages,573.71,1907.96,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH4,East,CH Robinson
10137,707.64,2/1/2025,SKU120,15,Kroger,OSD,20,33.32,4,yes,yes,no,partially invalid,pod supports partial shortages,114.65,592.99,Unit of Measurement,Create a master table to map all SKUs with the unit of measurement and educate the customer to follow the table for orders and deductions,WH2,West,CH Robinson
10137,920.59,2/1/2025,SKU109,37,Amazon,OSD,38,44.76,3,yes,yes,no,valid,,0,920.59,,,WH1,West,CH Robinson
10137,1115.27,2/1/2025,SKU119,12,Dollar General,OSD,15,71.37,4,yes,yes,no,valid,,0,1115.27,,,WH4,Midwest,CH Robinson
10218,525.55,2/1/2025,SKU105,42,Dollar General,OSD,45,91.15,0,yes,yes,no,valid,,0,525.55,,,WH2,Southwest,CH Robinson
10218,2731.95,2/1/2025,SKU122,12,Kroger,OSD,14,15.75,2,yes,yes,no,partially invalid,pod supports partial shortages,776.54,1955.41,Combined Shipment,Contact the customer and check if they have mixed it with another order.,WH4,Midwest,CH Robinson
10218,247.39,2/1/2025,SKU125,35,Supervalu,OSD,35,69.63,2,yes,yes,no,invalid,pod does not support shortages,247.39,0,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH4,East,CH Robinson
10218,3140.11,2/1/2025,SKU125,18,Target,OSD,21,77.93,2,yes,yes,no,valid,,0,3140.11,,,WH1,Northwest,CH Robinson
10218,4552.71,2/1/2025,SKU148,31,Walmart,OSD,35,47.83,2,yes,yes,no,valid,,0,4552.71,,,WH1,Northwest,CH Robinson
10218,1736.46,2/1/2025,SKU111,22,Kroger,OSD,26,34.86,5,yes,yes,no,invalid,pod does not support shortages,1736.46,0,Load Sequencing,Contact the warehouse and they need to fix the issue with the carrier,WH4,South,CH Robinson
11175,939.15,2/1/2025,SKU138,49,Amazon,OSD,51,92.7,5,yes,yes,no,valid,,0,939.15,,,WH2,Midwest,CH Robinson
11175,4279.14,2/1/2025,SKU117,43,Kroger,OSD,48,51.58,5,yes,yes,no,invalid,pod does not support shortages,4279.14,0,Load Sequencing,Contact the warehouse and they need to fix the issue with the carrier,WH1,East,CH Robinson
11175,2761.11,2/1/2025,SKU103,43,Meijer,OSD,45,96.32,4,yes,yes,no,partially invalid,pod supports partial shortages,1161.48,1599.63,Load Sequencing,Contact the warehouse and they need to fix the issue with the carrier,WH2,East,CH Robinson
11175,1864.7,2/1/2025,SKU107,9,Walmart,OSD,9,50.82,0,yes,yes,no,valid,,0,1864.7,,,WH2,Southeast,CH Robinson
11175,1965.79,2/1/2025,SKU106,15,Target,OSD,15,11.58,0,yes,yes,no,partially invalid,pod supports partial shortages,1287.5,678.29,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH3,Northwest,CH Robinson
11676,55.1,2/1/2025,SKU123,42,Walmart,OSD,46,54.01,2,yes,yes,no,valid,,0,55.1,,,WH1,Southwest,CH Robinson
11676,1921.91,2/1/2025,SKU141,7,Supervalu,OSD,11,38.59,1,yes,yes,no,partially invalid,pod supports partial shortages,1470.44,451.47,Load Sequencing,Contact the warehouse and they need to fix the issue with the carrier,WH2,West,CH Robinson
11676,2272.75,2/1/2025,SKU146,26,Supervalu,OSD,30,91.45,4,yes,yes,no,partially invalid,pod supports partial shortages,957.47,1315.28,Order Split,Notify the customers if their order is going in multiple shipments in advance to avoid this.,WH2,Northwest,CH Robinson
11676,4355.32,2/1/2025,SKU102,26,Walmart,OSD,27,70.15,3,yes,yes,no,partially invalid,pod supports partial shortages,1255.23,3100.09,Order Split,Notify the customers if their order is going in multiple shipments in advance to avoid this.,WH1,South,CH Robinson
11676,1733.27,2/1/2025,SKU136,48,Kroger,OSD,53,87.82,2,yes,yes,no,valid,,0,1733.27,,,WH3,Southwest,CH Robinson
12022,4228.61,2/1/2025,SKU127,31,Walmart,OSD,36,27.12,2,yes,yes,no,partially invalid,pod supports partial shortages,1210.26,3018.35,Unit of Measurement,Create a master table to map all SKUs with the unit of measurement and educate the customer to follow the table for orders and deductions,WH1,Midwest,CH Robinson
12022,1416.32,2/1/2025,SKU127,34,BJ's,OSD,36,67.94,0,yes,yes,no,valid,,0,1416.32,,,WH4,Southwest,CH Robinson
12022,4675.41,2/1/2025,SKU133,5,Dollar General,OSD,10,97.76,0,yes,yes,no,invalid,pod does not support shortages,4675.41,0,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH1,South,CH Robinson
12022,2644.78,2/1/2025,SKU101,16,Kroger,OSD,20,89.84,1,yes,yes,no,partially invalid,pod supports partial shortages,1911.45,733.33,Unit of Measurement,Create a master table to map all SKUs with the unit of measurement and educate the customer to follow the table for orders and deductions,WH3,South,CH Robinson
12022,3713.94,2/1/2025,SKU124,8,BJ's,OSD,12,97.4,1,yes,yes,no,partially invalid,pod supports partial shortages,2881.8,832.14,Order Split,Notify the customers if their order is going in multiple shipments in advance to avoid this.,WH4,East,CH Robinson
12022,4606.44,2/1/2025,SKU142,6,Costco,OSD,7,57.99,2,yes,yes,no,valid,,0,4606.44,,,WH3,Southwest,CH Robinson
12263,3335.63,2/1/2025,SKU136,18,Supervalu,OSD,18,81.94,1,yes,yes,no,invalid,pod does not support shortages,3335.63,0,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH4,Midwest,CH Robinson
12263,3402.81,2/1/2025,SKU103,9,Meijer,OSD,14,76.82,3,yes,yes,no,partially invalid,pod supports partial shortages,2872.98,529.83,Load Sequencing,Contact the warehouse and they need to fix the issue with the carrier,WH1,West,CH Robinson
12263,3506.84,2/1/2025,SKU125,20,Meijer,OSD,20,85.13,4,yes,yes,no,invalid,pod does not support shortages,3506.84,0,Load Sequencing,Contact the warehouse and they need to fix the issue with the carrier,WH2,Midwest,CH Robinson
12263,4918.68,2/1/2025,SKU140,17,Costco,OSD,20,35.12,3,yes,yes,no,invalid,pod does not support shortages,4918.68,0,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH3,East,CH Robinson
12263,2663.93,2/1/2025,SKU125,14,Target,OSD,14,15.28,0,yes,yes,no,partially invalid,pod supports partial shortages,1266.46,1397.47,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH4,Northeast,CH Robinson
12263,4995.06,2/1/2025,SKU119,21,Target,OSD,25,72.43,4,yes,yes,no,partially invalid,pod supports partial shortages,3567.97,1427.09,Unit of Measurement,Create a master table to map all SKUs with the unit of measurement and educate the customer to follow the table for orders and deductions,WH4,South,CH Robinson
12348,98.37,2/1/2025,SKU107,27,Walmart,OSD,31,14.72,2,yes,yes,no,valid,,0,98.37,,,WH1,Northeast,CH Robinson
12348,4127.87,2/1/2025,SKU111,20,BJ's,OSD,21,48.86,0,yes,yes,no,partially invalid,pod supports partial shortages,2660.3,1467.57,Unit of Measurement,Create a master table to map all SKUs with the unit of measurement and educate the customer to follow the table for orders and deductions,WH1,West,CH Robinson
12348,3637.93,2/1/2025,SKU141,40,Supervalu,OSD,42,57.9,1,yes,yes,no,valid,,0,3637.93,,,WH4,South,CH Robinson
12348,2780.56,2/1/2025,SKU103,2,BJ's,OSD,6,13.68,0,yes,yes,no,partially invalid,pod supports partial shortages,421.46,2359.1,Order Split,Notify the customers if their order is going in multiple shipments in advance to avoid this.,WH4,West,CH Robinson
13334,2164.1,2/1/2025,SKU148,49,Meijer,OSD,52,95.53,2,yes,yes,no,partially invalid,pod supports partial shortages,1935.72,228.38,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH2,West,CH Robinson
13334,4790.64,2/1/2025,SKU143,21,Supervalu,OSD,24,39.63,5,yes,yes,no,invalid,pod does not support shortages,4790.64,0,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH1,Southwest,CH Robinson
13508,4009.36,2/1/2025,SKU124,38,Dollar General,OSD,42,76.53,5,yes,yes,no,invalid,pod does not support shortages,4009.36,0,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH4,Northeast,CH Robinson
13508,1071.17,2/1/2025,SKU132,43,Target,OSD,43,34.75,3,yes,yes,no,valid,,0,1071.17,,,WH2,Northeast,CH Robinson
13508,2248.92,2/1/2025,SKU146,7,Costco,OSD,7,55.38,1,yes,yes,no,partially invalid,pod supports partial shortages,800.59,1448.33,Unit of Measurement,Create a master table to map all SKUs with the unit of measurement and educate the customer to follow the table for orders and deductions,WH3,Northeast,CH Robinson
13508,1027.7,2/1/2025,SKU133,24,Walmart,OSD,28,66.97,3,yes,yes,no,partially invalid,pod supports partial shortages,651.33,376.37,Unit of Measurement,Create a master table to map all SKUs with the unit of measurement and educate the customer to follow the table for orders and deductions,WH3,West,CH Robinson
13508,4653.35,2/1/2025,SKU106,29,Amazon,OSD,34,18.54,4,yes,yes,no,valid,,0,4653.35,,,WH4,West,CH Robinson
14620,3032.3,2/1/2025,SKU149,21,Dollar General,OSD,26,89.2,2,yes,yes,no,invalid,pod does not support shortages,3032.3,0,Combined Shipment,Contact the customer and check if they have mixed it with another order.,WH4,Southwest,CH Robinson
14620,2475.03,2/1/2025,SKU100,25,Meijer,OSD,27,54.37,4,yes,yes,no,valid,,0,2475.03,,,WH3,Southwest,CH Robinson
14642,3413.3,2/1/2025,SKU111,15,Kroger,OSD,20,66.86,5,yes,yes,no,valid,,0,3413.3,,,WH2,Southeast,CH Robinson
14761,3382.84,2/1/2025,SKU140,23,BJ's,OSD,23,19.99,5,yes,yes,no,invalid,pod does not support shortages,3382.84,0,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH2,South,CH Robinson
14761,2277.33,2/1/2025,SKU144,44,Amazon,OSD,48,40.43,1,yes,yes,no,invalid,pod does not support shortages,2277.33,0,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH3,South,CH Robinson
14761,3440.98,2/1/2025,SKU133,5,Walmart,OSD,8,71,2,yes,yes,no,partially invalid,pod supports partial shortages,1344.26,2096.72,Order Split,Notify the customers if their order is going in multiple shipments in advance to avoid this.,WH2,West,CH Robinson
14761,4042.69,2/1/2025,SKU112,10,Walmart,OSD,11,60.3,4,yes,yes,no,valid,,0,4042.69,,,WH2,Southeast,CH Robinson
10554,4931.44,2/2/2025,SKU110,1,Target,OSD,1,13.37,2,yes,yes,no,valid,,0,4931.44,,,WH3,Southwest,CH Robinson
10554,2254.35,2/2/2025,SKU143,32,BJ's,OSD,33,46.95,3,yes,yes,no,valid,,0,2254.35,,,WH1,East,CH Robinson
10554,4716.54,2/2/2025,SKU123,11,Supervalu,OSD,15,43.92,2,yes,yes,no,invalid,pod does not support shortages,4716.54,0,Load Sequencing,Contact the warehouse and they need to fix the issue with the carrier,WH2,East,CH Robinson
10554,4460.07,2/2/2025,SKU134,38,Dollar General,OSD,41,21.54,1,yes,yes,no,valid,,0,4460.07,,,WH1,South,CH Robinson
10793,4905.18,2/2/2025,SKU134,20,Costco,OSD,25,62.16,3,yes,yes,no,invalid,pod does not support shortages,4905.18,0,Load Sequencing,Contact the warehouse and they need to fix the issue with the carrier,WH2,West,CH Robinson
10793,2352.47,2/2/2025,SKU149,3,Supervalu,OSD,8,67.27,4,yes,yes,no,valid,,0,2352.47,,,WH4,East,CH Robinson
10793,2769.41,2/2/2025,SKU100,41,Costco,OSD,41,17.49,0,yes,yes,no,invalid,pod does not support shortages,2769.41,0,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH3,East,CH Robinson
10793,4557.44,2/2/2025,SKU134,39,Target,OSD,40,99.69,4,yes,yes,no,valid,,0,4557.44,,,WH1,Midwest,CH Robinson
10852,2162.97,2/2/2025,SKU104,6,Dollar General,OSD,6,27.64,2,yes,yes,no,partially invalid,pod supports partial shortages,1532.83,630.14,Unit of Measurement,Create a master table to map all SKUs with the unit of measurement and educate the customer to follow the table for orders and deductions,WH1,Southwest,CH Robinson
10852,1558.68,2/2/2025,SKU117,24,Amazon,OSD,27,85.98,0,yes,yes,no,valid,,0,1558.68,,,WH2,Southeast,CH Robinson
10852,832.33,2/2/2025,SKU107,48,Walmart,OSD,52,24.62,0,yes,yes,no,valid,,0,832.33,,,WH3,Northeast,CH Robinson
10852,2648.13,2/2/2025,SKU145,13,Target,OSD,17,73.31,4,yes,yes,no,partially invalid,pod supports partial shortages,2080.57,567.56,Order Split,Notify the customers if their order is going in multiple shipments in advance to avoid this.,WH2,Southeast,CH Robinson
11449,488.88,2/2/2025,SKU142,38,Supervalu,OSD,38,72.97,0,yes,yes,no,invalid,pod does not support shortages,488.88,0,Combined Shipment,Contact the customer and check if they have mixed it with another order.,WH3,Southeast,CH Robinson
11449,421.45,2/2/2025,SKU111,46,Meijer,OSD,50,84.01,4,yes,yes,no,partially invalid,pod supports partial shortages,203.51,217.94,Combined Shipment,Contact the customer and check if they have mixed it with another order.,WH2,South,CH Robinson
11449,4409.24,2/2/2025,SKU142,43,Costco,OSD,47,69.86,2,yes,yes,no,invalid,pod does not support shortages,4409.24,0,Load Sequencing,Contact the warehouse and they need to fix the issue with the carrier,WH3,Southeast,CH Robinson
11449,3956.8,2/2/2025,SKU105,10,Meijer,OSD,11,70.03,5,yes,yes,no,partially invalid,pod supports partial shortages,748.75,3208.05,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH3,Northeast,CH Robinson
11449,1043.13,2/2/2025,SKU119,34,Costco,OSD,34,55.23,1,yes,yes,no,valid,,0,1043.13,,,WH3,Midwest,CH Robinson
11616,2624.4,2/2/2025,SKU116,3,Kroger,OSD,7,20.78,2,yes,yes,no,partially invalid,pod supports partial shortages,1455.37,1169.03,Load Sequencing,Contact the warehouse and they need to fix the issue with the carrier,WH1,Southwest,CH Robinson
11616,3032.55,2/2/2025,SKU147,50,Dollar General,OSD,55,67.18,4,yes,yes,no,partially invalid,pod supports partial shortages,470.24,2562.31,Load Sequencing,Contact the warehouse and they need to fix the issue with the carrier,WH1,West,CH Robinson
11616,1050.65,2/2/2025,SKU122,1,Kroger,OSD,1,31.13,5,yes,yes,no,valid,,0,1050.65,,,WH3,Northwest,CH Robinson
13025,3654.1,2/2/2025,SKU140,29,BJ's,OSD,30,79.4,5,yes,yes,no,valid,,0,3654.1,,,WH1,Northwest,CH Robinson
13025,610.18,2/2/2025,SKU127,17,Supervalu,OSD,19,98.75,1,yes,yes,no,valid,,0,610.18,,,WH1,Northwest,CH Robinson
13025,4208.11,2/2/2025,SKU110,23,Dollar General,OSD,23,60.64,3,yes,yes,no,invalid,pod does not support shortages,4208.11,0,Combined Shipment,Contact the customer and check if they have mixed it with another order.,WH2,East,CH Robinson
13025,290.87,2/2/2025,SKU147,47,Kroger,OSD,52,41.16,2,yes,yes,no,partially invalid,pod supports partial shortages,246.12,44.75,Unit of Measurement,Create a master table to map all SKUs with the unit of measurement and educate the customer to follow the table for orders and deductions,WH1,South,CH Robinson
13120,2913.27,2/2/2025,SKU108,11,Costco,OSD,16,59.18,0,yes,yes,no,invalid,pod does not support shortages,2913.27,0,Load Sequencing,Contact the warehouse and they need to fix the issue with the carrier,WH4,Southeast,CH Robinson
13120,1534.36,2/2/2025,SKU137,30,Meijer,OSD,32,87.45,0,yes,yes,no,valid,,0,1534.36,,,WH3,Southwest,CH Robinson
13120,3826.45,2/2/2025,SKU141,31,Walmart,OSD,33,46.58,2,yes,yes,no,invalid,pod does not support shortages,3826.45,0,Load Sequencing,Contact the warehouse and they need to fix the issue with the carrier,WH3,Northwest,CH Robinson
13316,3135.11,2/2/2025,SKU100,43,Amazon,OSD,44,35.06,3,yes,yes,no,invalid,pod does not support shortages,3135.11,0,Load Sequencing,Contact the warehouse and they need to fix the issue with the carrier,WH1,Midwest,CH Robinson
13316,1127.31,2/2/2025,SKU122,7,BJ's,OSD,8,90.14,4,yes,yes,no,partially invalid,pod supports partial shortages,181.46,945.85,Load Sequencing,Contact the warehouse and they need to fix the issue with the carrier,WH4,East,CH Robinson
13316,3439.05,2/2/2025,SKU117,9,Kroger,OSD,9,10.95,3,yes,yes,no,valid,,0,3439.05,,,WH4,Southwest,CH Robinson
13744,222.65,2/2/2025,SKU129,3,Costco,OSD,8,33.71,1,yes,yes,no,valid,,0,222.65,,,WH2,East,CH Robinson
13744,543.45,2/2/2025,SKU117,20,Costco,OSD,21,85.33,2,yes,yes,no,invalid,pod does not support shortages,543.45,0,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH1,South,CH Robinson
13744,2299.32,2/2/2025,SKU107,47,Costco,OSD,50,82.33,5,yes,yes,no,valid,,0,2299.32,,,WH2,South,CH Robinson
13801,1232.34,2/2/2025,SKU132,50,BJ's,OSD,51,20.7,3,yes,yes,no,partially invalid,pod supports partial shortages,351.31,881.03,Load Sequencing,Contact the warehouse and they need to fix the issue with the carrier,WH1,Southwest,CH Robinson
13801,1546.55,2/2/2025,SKU127,20,Amazon,OSD,21,40.88,1,yes,yes,no,partially invalid,pod supports partial shortages,1120.46,426.09,Load Sequencing,Contact the warehouse and they need to fix the issue with the carrier,WH2,Midwest,CH Robinson
13801,3477.73,2/2/2025,SKU126,10,Kroger,OSD,13,82.32,3,yes,yes,no,valid,,0,3477.73,,,WH2,Northwest,CH Robinson
13834,2339.8,2/2/2025,SKU121,1,Walmart,OSD,2,48.1,3,yes,yes,no,invalid,unit_of_measurement,2339.8,0,Unit of Measurement,Create a master table to map all SKUs with the unit of measurement and educate the customer to follow the table for orders and deductions,WH2,Northwest,CH Robinson
13834,4509.13,2/2/2025,SKU125,8,Kroger,OSD,13,36.12,0,yes,yes,no,invalid,pod does not support shortages,4509.13,0,Order Split,Notify the customers if their order is going in multiple shipments in advance to avoid this.,WH1,Southeast,CH Robinson
13834,2964.41,2/2/2025,SKU148,39,Kroger,OSD,40,96.59,3,yes,yes,no,invalid,unit_of_measurement,2964.41,0,Unit of Measurement,Create a master table to map all SKUs with the unit of measurement and educate the customer to follow the table for orders and deductions,WH2,Midwest,CH Robinson
13834,3895.33,2/2/2025,SKU112,3,Walmart,OSD,8,14.2,4,yes,yes,no,valid,,0,3895.33,,,WH3,Southwest,CH Robinson
13834,1322.92,2/2/2025,SKU149,46,BJ's,OSD,47,60.41,1,yes,yes,no,partially invalid,pod supports partial shortages,872.09,450.83,Load Sequencing,Contact the warehouse and they need to fix the issue with the carrier,WH3,Northeast,CH Robinson
14174,4074.79,2/2/2025,SKU142,1,Dollar General,OSD,4,54.94,4,yes,yes,no,partially invalid,pod supports partial shortages,672.59,3402.2,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH2,West,CH Robinson
14174,1484.15,2/2/2025,SKU107,25,Meijer,OSD,30,52.92,3,yes,yes,no,partially invalid,pod supports partial shortages,911.88,572.27,Order Split,Notify the customers if their order is going in multiple shipments in advance to avoid this.,WH1,Northeast,CH Robinson
14174,3191.97,2/2/2025,SKU143,21,Kroger,OSD,21,98.88,2,yes,yes,no,valid,,0,3191.97,,,WH4,East,CH Robinson
14174,2665.77,2/2/2025,SKU122,49,Meijer,OSD,53,57.37,4,yes,yes,no,partially invalid,pod supports partial shortages,465.5,2200.27,Unit of Measurement,Create a master table to map all SKUs with the unit of measurement and educate the customer to follow the table for orders and deductions,WH2,Midwest,CH Robinson
14174,4883.86,2/2/2025,SKU130,24,Dollar General,OSD,28,27.8,3,yes,yes,no,partially invalid,pod supports partial shortages,4087.72,796.14,Load Sequencing,Contact the warehouse and they need to fix the issue with the carrier,WH4,Northeast,CH Robinson
14174,1131.31,2/2/2025,SKU109,31,Dollar General,OSD,33,37.05,2,yes,yes,no,valid,,0,1131.31,,,WH3,Northwest,CH Robinson
14475,520.32,2/2/2025,SKU138,45,Dollar General,OSD,45,32.1,5,yes,yes,no,valid,,0,520.32,,,WH1,Southeast,CH Robinson
14475,4965.18,2/2/2025,SKU106,23,Supervalu,OSD,27,25.94,4,yes,yes,no,invalid,pod does not support shortages,4965.18,0,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH3,Northeast,CH Robinson
14475,3239.72,2/2/2025,SKU110,10,Meijer,OSD,10,23.96,2,yes,yes,no,valid,,0,3239.72,,,WH4,South,CH Robinson
14826,2422.98,2/2/2025,SKU101,5,Kroger,OSD,8,61.52,4,yes,yes,no,invalid,pod does not support shortages,2422.98,0,Order Split,Notify the customers if their order is going in multiple shipments in advance to avoid this.,WH4,Midwest,CH Robinson
14826,3479.29,2/2/2025,SKU135,39,Target,OSD,41,32.19,3,yes,yes,no,valid,,0,3479.29,,,WH4,Midwest,CH Robinson
14826,3829.76,2/2/2025,SKU141,43,BJ's,OSD,48,19.77,0,yes,yes,no,partially invalid,pod supports partial shortages,1995.2,1834.56,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH4,Southeast,CH Robinson
14826,3653.58,2/2/2025,SKU131,29,Costco,OSD,31,39.14,2,yes,yes,no,invalid,pod does not support shortages,3653.58,0,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH1,East,CH Robinson
14826,2175.85,2/2/2025,SKU108,39,Meijer,OSD,39,15.65,2,yes,yes,no,invalid,pod does not support shortages,2175.85,0,Combined Shipment,Contact the customer and check if they have mixed it with another order.,WH2,Southeast,CH Robinson
14826,4372.98,2/2/2025,SKU133,33,Supervalu,OSD,35,57.04,3,yes,yes,no,invalid,pod does not support shortages,4372.98,0,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH2,South,CH Robinson
14826,2393.33,2/2/2025,SKU120,48,Dollar General,OSD,49,20.45,1,yes,yes,no,valid,,0,2393.33,,,WH2,East,CH Robinson
14826,784.6,2/2/2025,SKU120,44,Amazon,OSD,49,86.57,3,yes,yes,no,partially invalid,pod supports partial shortages,501.07,283.53,Unit of Measurement,Create a master table to map all SKUs with the unit of measurement and educate the customer to follow the table for orders and deductions,WH1,Northwest,CH Robinson
11916,2415.19,2/3/2025,SKU147,10,Kroger,OSD,12,73.32,4,yes,yes,no,partially invalid,pod supports partial shortages,466.49,1948.7,Combined Shipment,Contact the customer and check if they have mixed it with another order.,WH3,Northwest,CH Robinson
11916,3362.6,2/3/2025,SKU140,44,Walmart,OSD,48,66.7,2,yes,yes,no,invalid,pod does not support shortages,3362.6,0,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH1,Northwest,CH Robinson
11955,4321.82,2/3/2025,SKU135,5,Costco,OSD,9,67.49,3,yes,yes,no,invalid,pod does not support shortages,4321.82,0,Combined Shipment,Contact the customer and check if they have mixed it with another order.,WH2,East,CH Robinson
11955,1668.94,2/3/2025,SKU139,16,Supervalu,OSD,21,19.68,3,yes,yes,no,invalid,pod does not support shortages,1668.94,0,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH2,Southeast,CH Robinson
12000,3384.67,2/3/2025,SKU104,19,Meijer,OSD,24,72.29,2,yes,yes,no,valid,,0,3384.67,,,WH2,West,CH Robinson
12000,1315.46,2/3/2025,SKU146,43,Costco,OSD,44,15.6,4,yes,yes,no,partially invalid,pod supports partial shortages,530.8,784.66,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH1,West,CH Robinson
12000,3173.79,2/3/2025,SKU100,19,Supervalu,OSD,21,36.94,2,yes,yes,no,invalid,pod does not support shortages,3173.79,0,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH4,Southwest,CH Robinson
12000,402.81,2/3/2025,SKU121,23,Amazon,OSD,24,13.2,5,yes,yes,no,partially invalid,pod supports partial shortages,89.9,312.91,Order Split,Notify the customers if their order is going in multiple shipments in advance to avoid this.,WH3,West,CH Robinson
12000,3504.78,2/3/2025,SKU102,13,Supervalu,OSD,13,53.09,4,yes,yes,no,invalid,pod does not support shortages,3504.78,0,Load Sequencing,Contact the warehouse and they need to fix the issue with the carrier,WH3,Midwest,CH Robinson
12000,747.2,2/3/2025,SKU106,5,Supervalu,OSD,6,65.88,0,yes,yes,no,partially invalid,pod supports partial shortages,181.51,565.69,Load Sequencing,Contact the warehouse and they need to fix the issue with the carrier,WH3,Northeast,CH Robinson
12000,2521.31,2/3/2025,SKU116,41,Walmart,OSD,42,77.05,2,yes,yes,no,partially invalid,pod supports partial shortages,2072.87,448.44,Combined Shipment,Contact the customer and check if they have mixed it with another order.,WH2,East,CH Robinson
12224,3442.85,2/3/2025,SKU123,33,Target,OSD,37,82.82,4,yes,yes,no,partially invalid,pod supports partial shortages,531.15,2911.7,Combined Shipment,Contact the customer and check if they have mixed it with another order.,WH2,East,CH Robinson
