invoice_number,deduction_amount,deduction_date,sku,deducted_qty,standard_customer,deduction_reason,billed_qty,net_price_per_qty,pod_shortage,customer_sign,carrier_sign,subject_to_count,validation_status,invalid_reason,invalid_amount,valid_amount,RCA,warehouse,region
13611,3427.1,5/13/2025,SKU115,20,Amazon,OSD,23,19.52,5,yes,yes,no,valid,,0,3427.1,,WH3,East
11182,3724.24,8/31/2024,SKU135,13,Meijer,OSD,14,83.87,1,yes,yes,no,partially invalid,order split,1504.91,2219.33,Order Split,WH3,Midwest
13436,4697.57,2/6/2025,SKU136,41,Meijer,OSD,45,46.98,3,yes,yes,no,invalid,price mismatch,4697.57,0,Price Mismatch,WH4,Midwest
13993,1178.4,11/27/2024,SKU115,44,Target,OSD,46,14.85,1,yes,yes,no,valid,,0,1178.4,,WH1,Northeast
14858,1913.54,7/17/2024,SKU121,44,Meijer,OSD,44,70.13,0,yes,yes,no,valid,,0,1913.54,,WH2,Southeast
12910,3316.53,10/23/2024,SKU140,28,Costco,OSD,31,79.78,4,yes,yes,no,invalid,price mismatch,3316.53,0,Price Mismatch,WH4,Midwest
12831,1913.79,10/16/2024,SKU133,18,Kroger,OSD,23,69.81,4,yes,yes,no,valid,,0,1913.79,,WH3,East
10311,819.3,7/30/2024,SKU135,14,Amazon,OSD,18,87.75,2,yes,yes,no,partially invalid,price mismatch,327.55,491.75,Price Mismatch,WH4,Southeast
13683,4906.86,8/31/2024,SKU145,38,Supervalu,OSD,43,97.34,1,yes,yes,no,valid,,0,4906.86,,WH4,Northeast
12760,4007.47,3/4/2025,SKU100,40,Supervalu,OSD,42,49.46,1,yes,yes,no,invalid,load sequencing,4007.47,0,Load Sequencing,WH1,Southwest
10406,4595.51,5/2/2025,SKU129,48,Amazon,OSD,50,24.92,4,yes,yes,no,valid,,0,4595.51,,WH2,East
14437,3132.24,3/9/2025,SKU111,42,BJ's,OSD,42,56.11,5,yes,yes,no,valid,,0,3132.24,,WH4,Northeast
11653,3071.97,10/9/2024,SKU122,46,Supervalu,OSD,51,51.2,4,yes,yes,no,valid,,0,3071.97,,WH2,East
14866,2336.31,5/14/2025,SKU121,9,Costco,OSD,14,76.6,4,yes,yes,no,invalid,load sequencing,2336.31,0,Load Sequencing,WH4,Northwest
13311,4361,3/24/2025,SKU125,21,BJ's,OSD,23,21.57,4,yes,yes,no,invalid,combined shipment,4361,0,Combined Shipment,WH1,East
12005,3121.79,12/31/2024,SKU134,4,Target,OSD,6,92.55,3,yes,yes,no,partially invalid,price mismatch,2445.48,676.31,Price Mismatch,WH1,Southwest
14267,610.2,1/17/2025,SKU132,28,Dollar General,OSD,33,31.27,5,yes,yes,no,partially invalid,order split,354.63,255.57,Order Split,WH4,Southwest
11582,4981.12,6/16/2025,SKU126,20,Kroger,OSD,21,15.14,0,yes,yes,no,valid,,0,4981.12,,WH3,Midwest
12022,4700.61,12/14/2024,SKU107,44,BJ's,OSD,46,21.63,5,yes,yes,no,partially invalid,price mismatch,810.8,3889.81,Price Mismatch,WH2,Northwest
12236,3672.3,9/5/2024,SKU125,24,Walmart,OSD,28,11.04,5,yes,yes,no,valid,,0,3672.3,,WH1,Southeast
12861,2850.11,10/25/2024,SKU123,27,Amazon,OSD,28,40.97,0,yes,yes,no,invalid,product substitution,2850.11,0,Product Substitution,WH4,Southeast
10213,2646.2,9/21/2024,SKU116,32,Supervalu,OSD,37,47.37,4,yes,yes,no,partially invalid,load sequencing,1471.81,1174.39,Load Sequencing,WH2,West
10065,4900.16,5/31/2025,SKU145,10,BJ's,OSD,14,23.82,0,yes,yes,no,invalid,load sequencing,4900.16,0,Load Sequencing,WH3,South
14446,3936.39,1/3/2025,SKU144,22,Kroger,OSD,26,59.45,3,yes,yes,no,partially invalid,order split,884.89,3051.5,Order Split,WH2,Southeast
14150,661.52,5/24/2025,SKU107,36,Supervalu,OSD,39,59.18,5,yes,yes,no,valid,,0,661.52,,WH4,South
10365,1120.04,4/10/2025,SKU102,7,Meijer,OSD,9,58.82,0,yes,yes,no,partially invalid,order split,826.95,293.09,Order Split,WH4,Southwest
14367,1123.43,9/15/2024,SKU129,4,Amazon,OSD,6,49.89,1,yes,yes,no,invalid,unit_of_measurement,1123.43,0,Unit of Measurement,WH4,Northwest
11129,2177.63,1/3/2025,SKU106,33,Costco,OSD,33,65.51,0,yes,yes,no,valid,,0,2177.63,,WH1,Southeast
10574,3247.64,7/28/2024,SKU140,13,Supervalu,OSD,17,91.5,2,yes,yes,no,invalid,combined shipment,3247.64,0,Combined Shipment,WH1,West
10927,1566.12,4/9/2025,SKU107,23,Supervalu,OSD,24,83.07,3,yes,yes,no,valid,,0,1566.12,,WH2,Northeast
11448,4920.69,1/15/2025,SKU142,22,Kroger,OSD,26,87.37,2,yes,yes,no,valid,,0,4920.69,,WH1,West
14359,4049.74,10/14/2024,SKU147,18,Meijer,OSD,22,61.5,5,yes,yes,no,valid,,0,4049.74,,WH4,Northwest
12528,1042.16,5/3/2025,SKU143,17,Supervalu,OSD,17,37.49,4,yes,yes,no,invalid,combined shipment,1042.16,0,Combined Shipment,WH4,Southeast
14878,1743.7,10/4/2024,SKU112,1,Supervalu,OSD,6,69.45,1,yes,yes,no,valid,,0,1743.7,,WH3,Northeast
10135,3447.44,9/2/2024,SKU109,15,Kroger,OSD,19,56.02,4,yes,yes,no,valid,,0,3447.44,,WH3,Southwest
12156,1345.62,7/14/2024,SKU116,49,Walmart,OSD,54,17.06,0,yes,yes,no,invalid,combined shipment,1345.62,0,Combined Shipment,WH1,West
10836,174.3,10/25/2024,SKU133,6,Amazon,OSD,8,89.9,0,yes,yes,no,partially invalid,price mismatch,94.06,80.24,Price Mismatch,WH3,West
12378,1003.31,9/19/2024,SKU134,12,Dollar General,OSD,17,92.09,3,yes,yes,no,valid,,0,1003.31,,WH2,Midwest
14267,2094.32,1/17/2025,SKU148,24,Meijer,OSD,25,98.34,5,yes,yes,no,valid,,0,2094.32,,WH4,Northeast
13663,640.74,8/30/2024,SKU133,19,Kroger,OSD,24,77.77,5,yes,yes,no,valid,,0,640.74,,WH1,Northeast
10382,759.02,12/28/2024,SKU110,8,Amazon,OSD,10,22.11,1,yes,yes,no,invalid,load sequencing,759.02,0,Load Sequencing,WH4,Southwest
11118,1726.95,5/3/2025,SKU113,20,Walmart,OSD,20,57.68,0,yes,yes,no,valid,,0,1726.95,,WH1,Southwest
12915,4778.53,7/3/2024,SKU120,7,Walmart,OSD,11,20.22,5,yes,yes,no,invalid,product substitution,4778.53,0,Product Substitution,WH4,Northwest
10062,4883.64,10/3/2024,SKU116,20,Meijer,OSD,24,70.37,4,yes,yes,no,valid,,0,4883.64,,WH4,Northwest
11217,1021.25,3/9/2025,SKU137,18,Walmart,OSD,22,59.6,2,yes,yes,no,invalid,order split,1021.25,0,Order Split,WH2,Southwest
10233,1479.33,2/8/2025,SKU139,12,BJ's,OSD,12,48.12,1,yes,yes,no,valid,,0,1479.33,,WH3,South
12078,4187.68,5/14/2025,SKU108,47,Kroger,OSD,52,70.48,4,yes,yes,no,valid,,0,4187.68,,WH2,South
14623,1877.54,7/14/2024,SKU150,23,Dollar General,OSD,25,21.37,2,yes,yes,no,valid,,0,1877.54,,WH3,Northwest
13558,3309.43,10/16/2024,SKU102,2,Amazon,OSD,3,31.73,4,yes,yes,no,valid,,0,3309.43,,WH1,Midwest
11878,2588.13,3/12/2025,SKU111,14,Supervalu,OSD,17,28.3,0,yes,yes,no,partially invalid,price mismatch,533.81,2054.32,Price Mismatch,WH4,East
14489,998.38,5/21/2025,SKU136,36,Meijer,OSD,37,92.89,0,yes,yes,no,invalid,order split,998.38,0,Order Split,WH3,Southwest
10119,660.58,1/17/2025,SKU111,49,Kroger,OSD,54,37.46,5,yes,yes,no,invalid,price mismatch,660.58,0,Price Mismatch,WH2,East
14060,1372.44,4/7/2025,SKU122,34,Dollar General,OSD,35,17.99,4,yes,yes,no,partially invalid,product substitution,559.92,812.52,Product Substitution,WH2,West
11298,326.02,6/12/2025,SKU100,35,Dollar General,OSD,38,84.16,0,yes,yes,no,partially invalid,combined shipment,86.61,239.41,Combined Shipment,WH3,Southeast
14329,1449.47,1/13/2025,SKU120,15,Amazon,OSD,16,77.69,5,yes,yes,no,invalid,load sequencing,1449.47,0,Load Sequencing,WH3,South
10604,3971.23,4/23/2025,SKU120,41,Supervalu,OSD,45,92.8,1,yes,yes,no,partially invalid,combined shipment,1886.81,2084.42,Combined Shipment,WH3,East
11308,4820.96,4/14/2025,SKU106,27,Meijer,OSD,27,81.41,4,yes,yes,no,partially invalid,unit_of_measurement,770.12,4050.84,Unit of Measurement,WH1,Southeast
11299,2351.79,3/3/2025,SKU136,29,Dollar General,OSD,31,48.14,1,yes,yes,no,partially invalid,order split,685.84,1665.95,Order Split,WH4,Northwest
13664,2358.03,8/4/2024,SKU116,2,Costco,OSD,6,65.26,5,yes,yes,no,valid,,0,2358.03,,WH2,South
14420,3566.68,12/1/2024,SKU146,23,Costco,OSD,26,47.9,3,yes,yes,no,valid,,0,3566.68,,WH2,South
10364,4232.61,4/17/2025,SKU147,25,Walmart,OSD,27,93.19,4,yes,yes,no,invalid,unit_of_measurement,4232.61,0,Unit of Measurement,WH2,Northwest
14422,2108.41,2/15/2025,SKU144,2,Target,OSD,7,26.48,0,yes,yes,no,invalid,price mismatch,2108.41,0,Price Mismatch,WH3,Southwest
11935,4614.86,8/25/2024,SKU122,3,BJ's,OSD,8,68.29,0,yes,yes,no,valid,,0,4614.86,,WH3,Midwest
14530,4940.94,12/22/2024,SKU115,45,Walmart,OSD,47,59.74,3,yes,yes,no,partially invalid,combined shipment,2508.39,2432.55,Combined Shipment,WH4,East
13453,2187.68,10/29/2024,SKU145,35,Walmart,OSD,39,72.12,2,yes,yes,no,partially invalid,combined shipment,358.62,1829.06,Combined Shipment,WH3,Northwest
10904,1983.4,1/2/2025,SKU114,10,Amazon,OSD,14,58,3,yes,yes,no,invalid,unit_of_measurement,1983.4,0,Unit of Measurement,WH1,South
12591,2594.8,7/2/2024,SKU101,21,Costco,OSD,21,37.75,3,yes,yes,no,invalid,load sequencing,2594.8,0,Load Sequencing,WH2,Northwest
10094,3912.53,11/7/2024,SKU129,50,BJ's,OSD,52,21.51,4,yes,yes,no,invalid,price mismatch,3912.53,0,Price Mismatch,WH2,Northeast
10168,3811.16,8/7/2024,SKU119,35,Costco,OSD,38,38.93,4,yes,yes,no,partially invalid,order split,3068.37,742.79,Order Split,WH4,Southeast
11558,345.97,10/31/2024,SKU139,8,Dollar General,OSD,9,51.19,3,yes,yes,no,partially invalid,order split,98.54,247.43,Order Split,WH2,West
12791,3735.84,10/8/2024,SKU130,48,Supervalu,OSD,53,98.82,0,yes,yes,no,partially invalid,unit_of_measurement,2771.15,964.69,Unit of Measurement,WH4,East
14251,3083.99,1/15/2025,SKU105,13,Dollar General,OSD,13,70.45,5,yes,yes,no,valid,,0,3083.99,,WH4,Southwest
14065,585.24,2/18/2025,SKU139,38,Target,OSD,40,66.73,5,yes,yes,no,invalid,load sequencing,585.24,0,Load Sequencing,WH2,South
13267,2950.66,9/26/2024,SKU122,41,Costco,OSD,46,21.65,5,yes,yes,no,invalid,product substitution,2950.66,0,Product Substitution,WH1,Northwest
10047,4995.6,2/14/2025,SKU131,12,BJ's,OSD,16,43.93,3,yes,yes,no,invalid,order split,4995.6,0,Order Split,WH4,West
14772,2757.69,5/30/2025,SKU149,39,Dollar General,OSD,40,89.27,5,yes,yes,no,invalid,order split,2757.69,0,Order Split,WH4,Northeast
13069,496.28,6/30/2025,SKU122,27,BJ's,OSD,27,37.94,1,yes,yes,no,partially invalid,price mismatch,104.38,391.9,Price Mismatch,WH3,Southwest
14518,1729.59,3/9/2025,SKU124,21,Amazon,OSD,21,31.45,1,yes,yes,no,partially invalid,load sequencing,962.82,766.77,Load Sequencing,WH4,West
13180,2835.08,4/23/2025,SKU102,25,Target,OSD,26,79.96,0,yes,yes,no,invalid,order split,2835.08,0,Order Split,WH3,Southwest
13387,4433.5,6/24/2025,SKU135,8,Walmart,OSD,12,84.84,2,yes,yes,no,partially invalid,unit_of_measurement,2161.22,2272.28,Unit of Measurement,WH3,East
12054,114.53,12/14/2024,SKU125,21,Amazon,OSD,26,15.51,5,yes,yes,no,partially invalid,price mismatch,26.58,87.95,Price Mismatch,WH2,Northeast
14866,2127.1,5/14/2025,SKU122,24,Supervalu,OSD,24,78.43,4,yes,yes,no,valid,,0,2127.1,,WH3,South
11843,951.46,9/15/2024,SKU122,37,Meijer,OSD,37,18.99,4,yes,yes,no,valid,,0,951.46,,WH4,Northwest
14119,4641.14,2/27/2025,SKU130,40,Target,OSD,45,98.95,3,yes,yes,no,partially invalid,price mismatch,1679.78,2961.36,Price Mismatch,WH3,South
11449,1234.6,2/7/2025,SKU134,49,BJ's,OSD,49,41.48,1,yes,yes,no,partially invalid,load sequencing,842.01,392.59,Load Sequencing,WH3,Southeast
14845,4272.35,11/22/2024,SKU140,39,Kroger,OSD,43,50,4,yes,yes,no,invalid,unit_of_measurement,4272.35,0,Unit of Measurement,WH4,East
14897,4582.67,12/1/2024,SKU106,3,Costco,OSD,3,17.88,0,yes,yes,no,valid,,0,4582.67,,WH1,South
11216,4718.86,10/3/2024,SKU117,8,BJ's,OSD,9,62.45,5,yes,yes,no,invalid,order split,4718.86,0,Order Split,WH2,Northwest
10356,4075.36,9/10/2024,SKU144,39,Supervalu,OSD,44,23.46,0,yes,yes,no,invalid,load sequencing,4075.36,0,Load Sequencing,WH4,West
11687,1074.45,4/6/2025,SKU121,16,Supervalu,OSD,21,91.54,4,yes,yes,no,partially invalid,unit_of_measurement,776.08,298.37,Unit of Measurement,WH3,Northeast
10125,2447.22,7/13/2024,SKU146,14,Supervalu,OSD,15,68.72,4,yes,yes,no,valid,,0,2447.22,,WH4,Northeast
13173,4574.44,9/16/2024,SKU113,1,Dollar General,OSD,4,54.89,5,yes,yes,no,valid,,0,4574.44,,WH2,Southeast
11123,1522.74,4/22/2025,SKU131,20,Dollar General,OSD,25,76.51,2,yes,yes,no,partially invalid,unit_of_measurement,865.05,657.69,Unit of Measurement,WH4,East
12757,4127.61,10/3/2024,SKU114,50,Meijer,OSD,55,30.31,0,yes,yes,no,valid,,0,4127.61,,WH2,Northeast
14461,350.95,4/21/2025,SKU113,40,Target,OSD,41,85.15,1,yes,yes,no,partially invalid,unit_of_measurement,232.54,118.41,Unit of Measurement,WH4,Midwest
14059,287.98,3/21/2025,SKU116,17,Kroger,OSD,21,46.3,0,yes,yes,no,partially invalid,unit_of_measurement,216.19,71.79,Unit of Measurement,WH1,West
10325,1684.25,2/1/2025,SKU150,6,Dollar General,OSD,6,49.34,1,yes,yes,no,valid,,0,1684.25,,WH3,South
10227,1626.07,6/15/2025,SKU150,45,Target,OSD,47,69.23,1,yes,yes,no,valid,,0,1626.07,,WH2,Northwest
12107,2756.31,11/20/2024,SKU134,1,Target,OSD,1,39.56,3,yes,yes,no,partially invalid,combined shipment,2202.34,553.97,Combined Shipment,WH3,Northeast
14272,4970.65,2/2/2025,SKU110,1,BJ's,OSD,2,77.32,0,yes,yes,no,partially invalid,unit_of_measurement,2799.12,2171.53,Unit of Measurement,WH2,Northwest
13767,724.49,11/20/2024,SKU142,41,Dollar General,OSD,41,36.44,2,yes,yes,no,partially invalid,load sequencing,564.92,159.57,Load Sequencing,WH4,Southeast
11832,1716.07,2/22/2025,SKU117,10,Walmart,OSD,13,29.88,4,yes,yes,no,partially invalid,load sequencing,626.62,1089.45,Load Sequencing,WH4,Southeast
12627,2242.87,4/28/2025,SKU113,34,Amazon,OSD,37,50.04,2,yes,yes,no,invalid,order split,2242.87,0,Order Split,WH3,Southwest
11741,4690.05,8/11/2024,SKU132,26,Dollar General,OSD,30,84.52,5,yes,yes,no,partially invalid,unit_of_measurement,3096.12,1593.93,Unit of Measurement,WH1,Northwest
13110,1432.21,9/22/2024,SKU133,15,BJ's,OSD,17,26.29,4,yes,yes,no,partially invalid,combined shipment,271.01,1161.2,Combined Shipment,WH3,Southwest
14311,2578.08,11/14/2024,SKU122,24,Dollar General,OSD,27,21.26,5,yes,yes,no,valid,,0,2578.08,,WH2,South
12472,1273.97,10/28/2024,SKU118,31,Target,OSD,31,48.98,3,yes,yes,no,partially invalid,price mismatch,940.5,333.47,Price Mismatch,WH3,South
13166,2340.3,7/29/2024,SKU118,17,BJ's,OSD,19,14.42,2,yes,yes,no,invalid,order split,2340.3,0,Order Split,WH3,Southeast
10430,4462.69,2/6/2025,SKU112,49,Kroger,OSD,49,32.97,1,yes,yes,no,valid,,0,4462.69,,WH1,Northwest
10808,4796.24,9/13/2024,SKU146,6,Supervalu,OSD,9,29.21,5,yes,yes,no,invalid,combined shipment,4796.24,0,Combined Shipment,WH2,Southwest
14602,3513.05,3/3/2025,SKU113,42,Costco,OSD,46,98.32,4,yes,yes,no,invalid,order split,3513.05,0,Order Split,WH1,Southeast
12860,3243.14,6/27/2025,SKU113,17,Meijer,OSD,20,92.68,5,yes,yes,no,valid,,0,3243.14,,WH3,East
13855,828.43,12/19/2024,SKU150,11,Costco,OSD,11,60.63,4,yes,yes,no,valid,,0,828.43,,WH3,Midwest
11325,814.38,7/19/2024,SKU106,8,BJ's,OSD,9,69.1,5,yes,yes,no,valid,,0,814.38,,WH4,Southeast
14257,2220.71,12/7/2024,SKU122,2,BJ's,OSD,6,79.64,1,yes,yes,no,partially invalid,unit_of_measurement,490.44,1730.27,Unit of Measurement,WH3,Midwest
12260,2862.24,2/25/2025,SKU113,32,BJ's,OSD,37,20.83,5,yes,yes,no,valid,,0,2862.24,,WH3,South
10440,4938.53,11/8/2024,SKU148,2,Meijer,OSD,3,28.39,1,yes,yes,no,valid,,0,4938.53,,WH2,South
14564,1904.12,8/6/2024,SKU137,27,Kroger,OSD,28,94.42,3,yes,yes,no,invalid,order split,1904.12,0,Order Split,WH4,West
11166,773.16,3/7/2025,SKU108,38,BJ's,OSD,41,56.15,3,yes,yes,no,valid,,0,773.16,,WH1,Southeast
12356,242.62,12/1/2024,SKU146,1,Costco,OSD,1,90.46,1,yes,yes,no,partially invalid,load sequencing,36.27,206.35,Load Sequencing,WH3,Northeast
14014,4617.22,1/14/2025,SKU140,10,Amazon,OSD,12,44.94,2,yes,yes,no,partially invalid,price mismatch,4141.48,475.74,Price Mismatch,WH4,Midwest
12224,903.74,8/17/2024,SKU143,18,BJ's,OSD,19,75.29,0,yes,yes,no,valid,,0,903.74,,WH4,Northwest
12671,2394.38,3/9/2025,SKU103,43,Kroger,OSD,45,83.61,2,yes,yes,no,invalid,order split,2394.38,0,Order Split,WH3,Southwest
10344,3667.45,9/11/2024,SKU140,48,Supervalu,OSD,52,86.46,5,yes,yes,no,invalid,combined shipment,3667.45,0,Combined Shipment,WH4,South
14925,4666.36,9/5/2024,SKU135,44,Dollar General,OSD,45,53.35,5,yes,yes,no,partially invalid,order split,1404.58,3261.78,Order Split,WH2,Northwest
11225,4404.38,11/29/2024,SKU140,19,Dollar General,OSD,22,92.67,2,yes,yes,no,valid,,0,4404.38,,WH1,East
12744,4726.69,9/5/2024,SKU122,10,Supervalu,OSD,11,22.17,4,yes,yes,no,valid,,0,4726.69,,WH1,Midwest
11098,3654.72,10/31/2024,SKU113,13,Amazon,OSD,14,78.85,2,yes,yes,no,valid,,0,3654.72,,WH1,Northeast
11028,4653.31,5/5/2025,SKU141,28,Costco,OSD,28,40.76,3,yes,yes,no,invalid,combined shipment,4653.31,0,Combined Shipment,WH4,South
11591,4230.64,4/19/2025,SKU144,24,Kroger,OSD,25,54.24,4,yes,yes,no,invalid,unit_of_measurement,4230.64,0,Unit of Measurement,WH2,West
13392,2732.58,10/4/2024,SKU113,3,Amazon,OSD,8,64.97,2,yes,yes,no,valid,,0,2732.58,,WH3,Midwest
11484,4382.34,9/22/2024,SKU108,28,Costco,OSD,31,10.36,0,yes,yes,no,invalid,price mismatch,4382.34,0,Price Mismatch,WH4,Northeast
13664,2264.96,8/4/2024,SKU129,28,Supervalu,OSD,32,98.09,0,yes,yes,no,valid,,0,2264.96,,WH3,Southwest
14010,4272.63,7/19/2024,SKU107,25,Kroger,OSD,27,27.61,0,yes,yes,no,partially invalid,product substitution,2128.34,2144.29,Product Substitution,WH1,Southeast
12774,2289.76,8/16/2024,SKU150,27,Meijer,OSD,28,22.19,0,yes,yes,no,invalid,product substitution,2289.76,0,Product Substitution,WH3,Southeast
14612,3198.14,5/14/2025,SKU111,48,Dollar General,OSD,53,58.11,0,yes,yes,no,partially invalid,order split,1944.81,1253.33,Order Split,WH2,Midwest
11881,4772.23,6/24/2025,SKU103,35,Costco,OSD,38,63.85,1,yes,yes,no,invalid,order split,4772.23,0,Order Split,WH3,Northwest
10556,436.56,12/15/2024,SKU102,38,BJ's,OSD,40,11.56,3,yes,yes,no,invalid,price mismatch,436.56,0,Price Mismatch,WH1,West
14058,2347.51,11/19/2024,SKU118,48,Target,OSD,52,11.88,1,yes,yes,no,valid,,0,2347.51,,WH3,Southwest
14129,143.79,3/19/2025,SKU108,17,Meijer,OSD,17,57.4,5,yes,yes,no,valid,,0,143.79,,WH3,Southwest
14560,3448.1,10/18/2024,SKU136,49,Kroger,OSD,49,64.76,5,yes,yes,no,invalid,price mismatch,3448.1,0,Price Mismatch,WH3,South
13570,552.99,7/31/2024,SKU121,11,Walmart,OSD,16,86.96,0,yes,yes,no,valid,,0,552.99,,WH2,Southwest
11928,4160.99,7/17/2024,SKU137,47,Costco,OSD,48,86.49,1,yes,yes,no,valid,,0,4160.99,,WH1,Northwest
14549,480.72,1/1/2025,SKU123,4,Target,OSD,6,49.65,2,yes,yes,no,partially invalid,load sequencing,229.53,251.19,Load Sequencing,WH2,East
12860,1383.52,6/27/2025,SKU141,15,Costco,OSD,17,63.01,3,yes,yes,no,invalid,price mismatch,1383.52,0,Price Mismatch,WH2,South
11551,1276.16,5/5/2025,SKU111,46,Meijer,OSD,49,27.93,2,yes,yes,no,invalid,product substitution,1276.16,0,Product Substitution,WH2,Midwest
14922,1431.53,2/8/2025,SKU150,20,Target,OSD,21,32.77,1,yes,yes,no,valid,,0,1431.53,,WH1,Northwest
12782,859.5,1/4/2025,SKU148,11,Dollar General,OSD,16,20.1,2,yes,yes,no,valid,,0,859.5,,WH1,Southwest
14959,4985.97,9/10/2024,SKU113,37,Meijer,OSD,38,86.24,1,yes,yes,no,partially invalid,price mismatch,1977.64,3008.33,Price Mismatch,WH2,South
11926,1990.1,10/29/2024,SKU122,7,Target,OSD,11,94.84,2,yes,yes,no,invalid,price mismatch,1990.1,0,Price Mismatch,WH2,East
13102,2877.51,12/29/2024,SKU136,2,Walmart,OSD,2,75.32,0,yes,yes,no,invalid,order split,2877.51,0,Order Split,WH4,South
10123,4967.37,6/15/2025,SKU140,38,Kroger,OSD,40,88.91,4,yes,yes,no,partially invalid,unit_of_measurement,3202.25,1765.12,Unit of Measurement,WH4,Southwest
14263,1908.19,1/30/2025,SKU147,24,BJ's,OSD,24,65.15,0,yes,yes,no,valid,,0,1908.19,,WH3,West
12752,4588.54,7/9/2024,SKU106,26,Costco,OSD,29,57.78,5,yes,yes,no,valid,,0,4588.54,,WH1,Southwest
14418,1219.48,4/19/2025,SKU102,44,Supervalu,OSD,45,60.61,2,yes,yes,no,invalid,unit_of_measurement,1219.48,0,Unit of Measurement,WH2,South
10810,2452.88,1/21/2025,SKU143,30,Costco,OSD,30,38.15,1,yes,yes,no,valid,,0,2452.88,,WH4,West
14420,1333.3,12/1/2024,SKU147,6,Meijer,OSD,6,73.84,1,yes,yes,no,invalid,unit_of_measurement,1333.3,0,Unit of Measurement,WH3,Northwest
12025,56.39,6/9/2025,SKU101,27,Dollar General,OSD,28,44.86,4,yes,yes,no,partially invalid,combined shipment,44.44,11.95,Combined Shipment,WH4,South
13934,337.36,1/20/2025,SKU107,26,Meijer,OSD,26,50.42,3,yes,yes,no,invalid,load sequencing,337.36,0,Load Sequencing,WH1,Southeast
14002,3271.44,6/3/2025,SKU114,36,Meijer,OSD,40,75.67,0,yes,yes,no,invalid,unit_of_measurement,3271.44,0,Unit of Measurement,WH2,South
14786,2235,6/22/2025,SKU137,26,Target,OSD,30,39.63,5,yes,yes,no,partially invalid,price mismatch,614.54,1620.46,Price Mismatch,WH3,Northwest
12351,2293.93,11/27/2024,SKU142,2,Walmart,OSD,2,25.26,5,yes,yes,no,valid,,0,2293.93,,WH2,Midwest
12363,1155.88,7/18/2024,SKU122,47,Costco,OSD,48,79.43,1,yes,yes,no,invalid,load sequencing,1155.88,0,Load Sequencing,WH3,Southwest
14833,3861.15,11/4/2024,SKU147,37,Meijer,OSD,42,81.78,5,yes,yes,no,invalid,unit_of_measurement,3861.15,0,Unit of Measurement,WH1,East
10019,1956.72,12/26/2024,SKU102,43,Kroger,OSD,44,56.2,4,yes,yes,no,partially invalid,order split,223.19,1733.53,Order Split,WH4,Southeast
14871,3226.15,10/14/2024,SKU104,13,Target,OSD,13,62.05,2,yes,yes,no,invalid,price mismatch,3226.15,0,Price Mismatch,WH4,Southeast
14308,1013.36,9/19/2024,SKU119,22,BJ's,OSD,25,83.96,2,yes,yes,no,invalid,order split,1013.36,0,Order Split,WH4,Midwest
14880,2137.38,12/19/2024,SKU147,33,Supervalu,OSD,33,59.85,0,yes,yes,no,partially invalid,price mismatch,687.61,1449.77,Price Mismatch,WH3,Northeast
10915,3403.59,10/8/2024,SKU114,14,Meijer,OSD,14,14.63,5,yes,yes,no,invalid,unit_of_measurement,3403.59,0,Unit of Measurement,WH4,Midwest
13493,1865.14,11/10/2024,SKU122,48,Supervalu,OSD,52,21.8,2,yes,yes,no,invalid,order split,1865.14,0,Order Split,WH3,Southeast
13874,3410.06,10/22/2024,SKU108,13,Amazon,OSD,13,59.94,1,yes,yes,no,invalid,unit_of_measurement,3410.06,0,Unit of Measurement,WH4,Midwest
12178,1488.06,11/6/2024,SKU133,6,Supervalu,OSD,10,19.5,0,yes,yes,no,partially invalid,load sequencing,886.68,601.38,Load Sequencing,WH3,South
13850,1507.48,7/27/2024,SKU127,31,Meijer,OSD,32,82.17,1,yes,yes,no,invalid,load sequencing,1507.48,0,Load Sequencing,WH2,South
12205,366.93,4/26/2025,SKU127,24,Amazon,OSD,28,46.47,4,yes,yes,no,invalid,unit_of_measurement,366.93,0,Unit of Measurement,WH4,Southwest
10570,4498.97,12/11/2024,SKU121,5,Target,OSD,8,18.74,2,yes,yes,no,valid,,0,4498.97,,WH3,Southwest
14405,3642.84,10/1/2024,SKU111,42,Meijer,OSD,42,15.48,5,yes,yes,no,partially invalid,load sequencing,2837.01,805.83,Load Sequencing,WH4,Southwest
10046,3252.09,7/26/2024,SKU146,20,Amazon,OSD,24,31.85,5,yes,yes,no,valid,,0,3252.09,,WH1,Southwest
13186,2804.27,5/18/2025,SKU148,15,Dollar General,OSD,15,95.65,5,yes,yes,no,partially invalid,order split,1277.01,1527.26,Order Split,WH1,Midwest
12665,2388.06,9/29/2024,SKU142,12,Meijer,OSD,16,25.59,1,yes,yes,no,invalid,order split,2388.06,0,Order Split,WH1,Southeast
10883,986.83,3/25/2025,SKU135,4,Walmart,OSD,8,35.71,5,yes,yes,no,invalid,load sequencing,986.83,0,Load Sequencing,WH3,Southwest
10788,3238.95,4/30/2025,SKU109,19,Target,OSD,23,33.98,3,yes,yes,no,valid,,0,3238.95,,WH4,East
10719,4883.27,7/11/2024,SKU100,10,Kroger,OSD,14,57.15,2,yes,yes,no,invalid,unit_of_measurement,4883.27,0,Unit of Measurement,WH2,Northwest
13281,4728.77,7/30/2024,SKU102,44,Meijer,OSD,44,98.09,1,yes,yes,no,invalid,product substitution,4728.77,0,Product Substitution,WH3,Southeast
